(FileInfo(path=PosixPath('/Users/canadytw/Documents/GeraldCottrill-Conversation.pdf'), size=43556, hash='42913decc0c427e31860fcb2d52add615f894f899e775cf924a8cc41984e4455', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GeraldCottrill-Conversation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/zh-Hant.lproj/introduction.rtf'), size=3581, hash='68487aeca6b45642dc4dfcf2d4536c740a147070ac6f5dd54f810791b1cb9cc9', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/introduction.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/zh-Hant.lproj/completed.rtf'), size=795, hash='6b60ec30d23186307bc4ac5f16b7a3c072fb6b877af27bee5aa0eaa1b8c28b1b', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/completed.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/ru.lproj/Localizable.strings'), size=3562, hash='7fb59c5b7ddfa406da61620758f3271ddd0203af8be762b760d2152187eed0c3', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/ru.lproj/MainMenu.nib'), size=5210, hash='1f1702276ad1080e54b095bf2b90faccacfc5cf19c64e5686613e231ade80cb1', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/ru.lproj/InfoPlist.strings'), size=266, hash='c168e1d970648913205dc3c798a51c9ff9f66ce1138e9898cfa2826aed8f8343', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/InfoPlist.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/ru.lproj/introduction.rtf'), size=5267, hash='57c8bc1e4f0231e47dbc2ea014beef1251e0e9869d9484dafc74ccfc31e18087', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/introduction.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/ru.lproj/completed.rtf'), size=815, hash='01c0eff06b59ae78ebbf144ac4023328dd0ddc4430be1724d5892b5d7082acf9', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/completed.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fr.lproj/Localizable.strings'), size=3722, hash='0615a1ee7d654435da2d5234294e470b9be2daa56c403730ace92168006f59aa', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fr.lproj/MainMenu.nib'), size=5352, hash='8013a1d56fc85fab264dea49cd2cc606a3fafd118c0bbe596b30e7243b67f8d0', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fr.lproj/InfoPlist.strings'), size=310, hash='8a3240fc58b1244226946cf7bd72d552441e038ce1c080ee288bc235dede6b73', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/InfoPlist.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fr.lproj/introduction.rtf'), size=2940, hash='949c25011e84fce331755902654055c5080de39b3ac9de971fed4687f58391a5', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/introduction.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fr.lproj/completed.rtf'), size=552, hash='40f1466130532c54e6fd29287694a5a851cc3e91783f68f7ae2c5d1d61ff6859', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/completed.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fi.lproj/Localizable.strings'), size=3472, hash='a2ce40edbcad88f66f7ab07266e3a7ac5cf2ecb10cbdcd5f497cdececba3078b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fi.lproj/MainMenu.nib'), size=5084, hash='3b22dace60a37d6b191dcce27930673cb86c0faf28a6789537b83497b9b8e47d', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fi.lproj/InfoPlist.strings'), size=306, hash='13f28d610fb8691838365f10329c31c123a813e2cb3345ce19d57c70b415e6e0', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/InfoPlist.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fi.lproj/introduction.rtf'), size=2872, hash='5fc2cd982f47d915223b2f3f8d3f39c76503136cbd80055d3dc0f6ef0e44099b', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/introduction.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/fi.lproj/completed.rtf'), size=555, hash='d333c9337188fb8f4e289dc0a8e73be38d40f3f98f7738378a0ed56fb4beb5a1', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/completed.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/nl.lproj/Localizable.strings'), size=3614, hash='c11cb73fdd1238b905dfc338b3357fe75ba001d4dac24f7c53c33344b716cdb4', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/nl.lproj/MainMenu.nib'), size=4959, hash='a6847d4eefa0328fdafee07f6269e696bc1151d98bd14bc70d9369fa891ffece', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/nl.lproj/InfoPlist.strings'), size=270, hash='6cf15aaf13eda4f872737ac1f8e6093d8c144294a64908bcc01294c8dcd83f2f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/InfoPlist.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/nl.lproj/introduction.rtf'), size=2878, hash='7a5afb126744fb85e1e25c7df99b854aacded12a241496bac08c1942e396d3e9', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/introduction.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/nl.lproj/completed.rtf'), size=568, hash='2e7241e795f0483c9a9b92b7b8d478bc90d3fb31e6c754ee9fa1ca18a0e6a483', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/completed.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/pt.lproj/Localizable.strings'), size=3626, hash='8ab57641f6d63acc737dc1bfa7e921efbbcd2d8cf4be25ae0fc1fc74039e61bb', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/pt.lproj/MainMenu.nib'), size=4953, hash='76b8513d6f5895adeee9945d7f64ac4a96fb8cf1792a2353d514265e36c4f01f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/pt.lproj/InfoPlist.strings'), size=250, hash='632c061c335ee3f9d1ab59751ae79d87809565daec86240becf3ac421e3b298a', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/InfoPlist.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/pt.lproj/introduction.rtf'), size=2839, hash='50e84f93d5777b2b6200b55efee684653d6d9199ffef65718ebd3b48f7fff2c5', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/introduction.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Applications/HP Uninstaller.app/Contents/Resources/pt.lproj/completed.rtf'), size=552, hash='543b96b9dad44088848cf8c7c53091829afbef1e60c49fdee3dc63a02c881d1e', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/completed.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/MainMenu.strings'), size=2192, hash='fd45d42f039b45d7d7e8080d08cbc1a72d87bb6256be571e0b4ad74e88ca267f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/Accessibility.strings'), size=590, hash='401940ab5b37a4f663af730d4192b41f77f2372c1c6a7a1900f72c8c18b88a5e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Accessibility.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/Select a Printer - Troubleshoot.rtf'), size=4090, hash='20a4199be3f78dad89654335973cffbdb650d418ad95d9ed27c3c16046aefd83', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Select a Printer - Troubleshoot.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/Localizable.strings'), size=139522, hash='fcfe03ddeca50e3ecf1ba29f9cffbcaf25a608a19338b17bb1a49d8d3d6c5e95', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/About AWC.rtf'), size=2421, hash='307ecbe8943b8f40bb8da116831f588ddd25af656a380025f0f137e0f73c919c', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/About AWC.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/Collected Information Disclosure.rtf'), size=1567, hash='e53570fe5612aaae41463b344a73cea82c3e6e744227fd6ea290a1a49f4021fd', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Collected Information Disclosure.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/Product Improvement Invitation.rtf'), size=3433, hash='9d7dfbe1a41339b202b163dc23443154064fb5b05a9c173be7562752a93e77c3', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Product Improvement Invitation.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/de.lproj/EULA.rtf'), size=21874, hash='09f7505c4cfbb9c01a6b2eb691f8fe15b7ceb70644a2483e70ce4b82f44b42f0', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/EULA.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/MainMenu.strings'), size=1866, hash='59b065274ebebee02ac5e61a8eef52f4075d7374e21bd9fb6795574e2cf0f367', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/Accessibility.strings'), size=590, hash='401940ab5b37a4f663af730d4192b41f77f2372c1c6a7a1900f72c8c18b88a5e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Accessibility.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/Select a Printer - Troubleshoot.rtf'), size=10864, hash='900f39f02711e21dc2991559112f02739d06368382a78f9c6bc71f4b88c22cb4', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Select a Printer - Troubleshoot.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/Localizable.strings'), size=107544, hash='e306cef681ec39f5e49c9d8baba4fdd63032111475df7eb8605a807b7448202f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/About AWC.rtf'), size=7856, hash='b94503bcb37af826a36bdb3349efc67cf447b5c231cb8bc3ab394a6966106317', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/About AWC.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/Collected Information Disclosure.rtf'), size=3784, hash='d0e8bd1ff4eaa2faa858c92efbacee0c95127b7d0ed9eed8173cae01a0142bdf', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Collected Information Disclosure.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/Product Improvement Invitation.rtf'), size=8857, hash='e67ed00ec9a258ae9af7a0b7f3443e6a4e687c8cb80ca7cac187437679fc7dd1', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Product Improvement Invitation.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ja.lproj/EULA.rtf'), size=64696, hash='e011db5dd7f575c76b41425670740106ae1cdfa2c244e5a99701754816bd1131', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/EULA.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/MainMenu.strings'), size=1912, hash='152442a2e7cd44de225bedb1b63ad48e2d555261daf48cc2a1ecc12fc8438600', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/Accessibility.strings'), size=590, hash='401940ab5b37a4f663af730d4192b41f77f2372c1c6a7a1900f72c8c18b88a5e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Accessibility.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/Select a Printer - Troubleshoot.rtf'), size=3512, hash='a906ad91ecc177023ffc6606a8cdbc4cdfc3948ab77496cacf6e0b0e45fe97ab', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Select a Printer - Troubleshoot.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/Localizable.strings'), size=131166, hash='2b098010ec850ba00c977417943a8bea6148b25479022eaf2c693bf0184f018f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/About AWC.rtf'), size=2241, hash='d1c8def291496e148ee4e5df6a33c2f1df9f38987d1e4ec5c2f089445aec9d36', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/About AWC.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/Collected Information Disclosure.rtf'), size=1718, hash='2389549b5646f460edbe918eac3891200fbe012528d1b2534133c15d1d576954', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Collected Information Disclosure.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/Product Improvement Invitation.rtf'), size=3916, hash='843983ad93bcf2315a55722fe347456704eba1f68fa2e82df15d5933d2159556', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Product Improvement Invitation.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/en.lproj/EULA.rtf'), size=18473, hash='126363f13fe8e01e66be654a4d59bff2414c3d73b5cf27029af8f1812a7610da', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/EULA.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/MainMenu.strings'), size=1734, hash='f81c0e524ca06c1a5684c3ed56d0351c2f4daf97b0d34f1f87c0e77a6fe09667', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/Accessibility.strings'), size=590, hash='401940ab5b37a4f663af730d4192b41f77f2372c1c6a7a1900f72c8c18b88a5e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Accessibility.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/Select a Printer - Troubleshoot.rtf'), size=7076, hash='1d686ccc96c4a5d5e876b8eb418eb71866db384bf8cd635d118c2aec4bc7bdb6', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Select a Printer - Troubleshoot.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/Localizable.strings'), size=98882, hash='97b183c22aa479810e453bd63dc4a5d8e8e2682daa42c49cf5ef27671dd2255b', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/About AWC.rtf'), size=3984, hash='3ea87f2264faafdf591cd198cd793516fbcc479906bd37638c80ff9d65ef63dc', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/About AWC.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/Collected Information Disclosure.rtf'), size=2492, hash='9b6432088403178b403e1f195dacd6038258bbd8497cab34b998a64fd332e1c2', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Collected Information Disclosure.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/Product Improvement Invitation.rtf'), size=6006, hash='098df3774094e23ee175b159e230a87f3dfe66f1bae08206e109e39ccea13919', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Product Improvement Invitation.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/zh_CN.lproj/EULA.rtf'), size=40662, hash='50d6d578ee7229f9d9b32570447c446ba399ad355097575b1e6d53ddab25ef06', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/EULA.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/MainMenu.strings'), size=2154, hash='28ccff090f5c93939f7061b39b8236301ef00f69b5983289193036b27242ab30', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/Accessibility.strings'), size=590, hash='401940ab5b37a4f663af730d4192b41f77f2372c1c6a7a1900f72c8c18b88a5e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Accessibility.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/Select a Printer - Troubleshoot.rtf'), size=3985, hash='ac8dc3d662e31e511338443ba6ddbc4064283cf14d6f9cacbd0cb1012a9a2f1c', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Select a Printer - Troubleshoot.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/Localizable.strings'), size=135592, hash='2b425bbfd21e92f0335e9505fae8505483c4c5b86808b126e7bab5fe501024fe', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/About AWC.rtf'), size=2115, hash='61b75ab6be8ac6f6f84e259881f32d353ef55f5a7ae6adf2aec904e5f4b23399', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/About AWC.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/Collected Information Disclosure.rtf'), size=1482, hash='fbb7667cade600ad3a3a5f185fd049c64833e85276f4cb0a391a915e8c8881f0', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Collected Information Disclosure.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/Product Improvement Invitation.rtf'), size=3498, hash='08bee417fe5d07bd4a761ac599742430a5b8fb4dc5683802a90141ac4c36c3cd', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Product Improvement Invitation.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/es.lproj/EULA.rtf'), size=20901, hash='9a8dbed31c63e20762b3dd19ffb5dfd7542e42bccdb93497da2e060f0b6088ff', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/EULA.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/da.lproj/MainMenu.strings'), size=2050, hash='25078c5d1d4832dffb35f2641fc993e65db74949ec5bb43ef51978c7ee090fec', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MainMenu.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/da.lproj/Accessibility.strings'), size=590, hash='401940ab5b37a4f663af730d4192b41f77f2372c1c6a7a1900f72c8c18b88a5e', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Accessibility.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/da.lproj/Select a Printer - Troubleshoot.rtf'), size=3720, hash='2b937b0f27adf90d674a758d6c445a0bdeb6bb97f70355238846ef2ed8de9a7c', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Select a Printer - Troubleshoot.rtf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/da.lproj/Localizable.strings'), size=131544, hash='c445a5048ce91f1afb8fce5f387bb8855184e7b86df7e3e661abb608aad83c70', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Localizable.strings'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/da.lproj/About AWC.rtf'), size=2196, hash='d0e1f4d43314bf8ea484b454f2df35d2f2ec72671b1d6c320e49e5cd89d7ee08', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/About AWC.rtf'))
